user,rating,comment,ID,Sentiment,compound,sentiment,Neutral,Positive,Negative
elo_sf,10,"Love this game, partner (4 player) version is outstanding for adding a bridge-like element.",50,,0.8481,positive,54,44,1
Tallyhoyall,10,Just arrived Sept 05.,50,,0,neutral,54,44,1
hkishel,10,nan,50,,0,neutral,54,44,1
Betodave,10,"Great 2 person game, really like the draw after cardplay rule.  Makes things very different.",50,,0.7841,positive,54,44,1
otto,10,"Perhaps the best bridge game ever, and brilliant all-around.",50,,0.8402,positive,54,44,1
DeanMary,10,Fantastic game that I don't think I will ever get tired of.,50,,0.1779,positive,54,44,1
wisecal,10,nan,50,,0,neutral,54,44,1
jridpath,10,nan,50,,0,neutral,54,44,1
Legomancer,10,Fast fun two-player game. There's a reason this game is so well-regarded. Highly recommended.,50,,0.6865,positive,54,44,1
VincentP,10,nan,50,,0,neutral,54,44,1
litho,10,"2004, Playing Games, London. easy to learn. quick and fun. ",50,,0.7906,positive,54,44,1
regahj,10,nan,50,,0,neutral,54,44,1
td.jsmith,10,My partner and I play it almost everymorning over breakfast.  ,50,,0.34,positive,54,44,1
Mike Ruffhead,10,The best two-player card game there is. Light but deep. Truly wonderful,50,,0.91,positive,54,44,1
JESSONSO,10,nan,50,,0,neutral,54,44,1
mmarshallmd,10,My favorite quick filler. ,50,,0.4588,positive,54,44,1
willpw,10,I can play it all night. A fair amount of luck as well as strategy . . . some gut wrenching decisions.,50,,0.8316,positive,54,44,1
XiBi,10,Excellent 2 player card game.,50,,0.5719,positive,54,44,1
chesstercheck,10,Perfect 2-player card game.  I give these away as presents this year.,50,,0.5719,positive,54,44,1
Wife_of_Godeke,10,I love this game. One of the first 2 player games that I didn't mind getting dragged into by my husband. Probably the game that helped convince me that games could be fun rather than just a means of spending time together.,50,,0.8641,positive,54,44,1
Skipthis86,10,nan,50,,0,neutral,54,44,1
mregashu,10,nan,50,,0,neutral,54,44,1
tecwrtr,10,nan,50,,0,neutral,54,44,1
giroml,10,"I think this game gets an undeserved bashing around here, it's pretty deep for how quick it plays and the best ""spouse"" game I know of.  I don't agonize over plays in any other game, even the deep ones like I do in this supposed ""filler"".",50,,0.9393,positive,54,44,1
Buckee,10,nan,50,,0,neutral,54,44,1
zombiegod,10,Extremely moreish. What I wouldn't give to complete the game with a set of 12 cards (a full exploration)!!!  The over-sized cards are a treat to hold.  Still a favourite of ours after more than 10 years.,50,,0.5538,positive,54,44,1
Gamegrunt,10,"Very good game for two.  Obtained from an e-tailer for 35% of SRP.  I gave my well-worn copy to a friend at my school.  In time I'll probably replace it.  I replaced it with the version including the 6th (purple) expedition.  I do not prefer playing with the 6th, but when I do I house rule that hands consist of 10 rather than 8 cards as this preserves the proportionality of 5 expedition play.",50,,0.7185,positive,54,44,1
dreamer of rules,10,good for new gamers; quickish,50,,0.4404,positive,54,44,1
Rew B Slippers,10,A simple but oh so brilliant 2 player game. The frustrations of starting an expedition & then watching your opponent lay down all the cards you're waiting for! Begs to be replayed. Beautifully illustrated cards too. Perfect.,50,,0.945,positive,54,44,1
tomjefferys,10,nan,50,,0,neutral,54,44,1
pk286,10,nan,50,,0,neutral,54,44,1
wourme,10,nan,50,,0,neutral,54,44,1
IronChefZod,10,nan,50,,0,neutral,54,44,1
patat8020,10,nan,50,,0,neutral,54,44,1
mundungus,10,"One of the best medium-light two-player games.  Excruciating decisions -- you don't want to commit to one path, but you have to.",50,,-0.1543,negative,54,44,1
ReiXou,10,Best game of Essen 2012 so far (with Myrmes). Fantastic little game and a clever idea,131357,,0.8894,positive,81,15,2
evilandy,10,nan,131357,,0,neutral,81,15,2
JamesT,10,"Fantastic lying/bluffing game, in the same vein as Kakerlakenpoker, which I love, but this offers a few more angles (though also very slightly harder to teach/grasp). Really packs a punch for a game that consists of 15 cards and plays in 5 minutes!",131357,,0.7712,positive,81,15,2
neoshmengi,10,nan,131357,,0,neutral,81,15,2
16 Ft Pauly,10,nan,131357,,0,neutral,81,15,2
dougadamsau,10,"Players represent Italian families during the Renaissance, wielding power and influence.  There are 15 cards in the game, 3 each of the Duke, Captain, Contessa, Assassin and Ambassador.  These five types of cards each grant a special power in the game.  Two of these cards are dealt to each player, face down, and are ideally kept hidden throughout the game.  On a turn, a player chooses an action from a choice of eight, the five special powers above or three common powers.  The trick here is you can bluff - you may be holding the Duke, allowing you to take 3 coins, or you may not - but you can still claim you are taking the Duke's action and take 3 coins.  Any player can challenge your action, and if you're not holding the card allowing that action, you flip the card up - otherwise you reveal and replace it, and the challenger flips one of their cards face up.  If you have both cards flipped up, you're out of the round.  Last one standing wins.    This is a fun game of bluff and deduction, very similar in pace, size and fun as the recent Love Letter.  Players have to carefully monitor the cash flowing around the table, as a player who reaches 7 coins can call a Coup - an unblockable attack that forces a player to reveal a card.  Games only take 10 minutes, and are a lot of fun.  A little gem.  After a year and hundreds of games, of course it's a 10.  Perfection.",131357,,0.9887,positive,81,15,2
shard,10,nan,131357,,0,neutral,81,15,2
Bankler,10,An excellent bluffing & tactical game. Despite being able to play with some chips and a deck of cards I went ahead and picked up a copy.  Rating -- Enthusiastic,131357,,0.8519,positive,81,15,2
blackpix,10,nan,131357,,0,neutral,81,15,2
Legandir,10,nan,131357,,0,neutral,81,15,2
matthulgan,10,nan,131357,,0,neutral,81,15,2
weezeral,10,nan,131357,,0,neutral,81,15,2
arnodestang,10,nan,131357,,0,neutral,81,15,2
igorknop,10,nan,131357,,0,neutral,81,15,2
Dinte,10,nan,131357,,0,neutral,81,15,2
supafrieke,10,"I had to have it now, made my own cards... I need to buy the Brazilian pub.",131357,,0,neutral,81,15,2
Rhinostorm,10,nan,131357,,0,neutral,81,15,2
biboulecoyote,10,nan,131357,,0,neutral,81,15,2
Mxrk,10,nan,131357,,0,neutral,81,15,2
Legendash,10,nan,131357,,0,neutral,81,15,2
StanislavLarkov,10,nan,131357,,0,neutral,81,15,2
MangaFox,10,nan,131357,,0,neutral,81,15,2
sanguineaddiction,10,nan,131357,,0,neutral,81,15,2
Tom Wright,10,I could play this game all the time. Every single move is under suspicion. The amount of strategy in this game is staggering. Can't get enough.,131357,,-0.0516,negative,81,15,2
spiderfingers86,10,nan,131357,,0,neutral,81,15,2
jedifoster,10,nan,131357,,0,neutral,81,15,2
GuiltyBystander,10,nan,131357,,0,neutral,81,15,2
jrwalden,10,"Kickstarter  Soundtrack(on shuffle):  I, Robot OST; Minority Report OST; Total Recall (2012) OST",131357,,0,neutral,81,15,2
Scigrex14,10,nan,131357,,0,neutral,81,15,2
Takashi Sakaue,10,nan,131357,,0,neutral,81,15,2
arevan,10,nan,131357,,0,neutral,81,15,2
dbucak,10,nan,131357,,0,neutral,81,15,2
Dramatheurgist,10,nan,131357,,0,neutral,81,15,2
RiGa,10,nan,131357,,0,neutral,81,15,2
vaffelaffen,10,nan,131357,,0,neutral,81,15,2
johnnyhall3,10,nan,131357,,0,neutral,81,15,2
Malkier74,10,nan,131357,,0,neutral,81,15,2
d_black_se,10,nan,131357,,0,neutral,81,15,2
Comeback,10,nan,131357,,0,neutral,81,15,2
wejejeei,10,nan,131357,,0,neutral,81,15,2
usaairforceeod,10,nan,131357,,0,neutral,81,15,2
Soulless333,10,Perfect Filler for 4+ players,131357,,0.5719,positive,81,15,2
Bartoman,10,nan,131357,,0,neutral,81,15,2
wman127,10,nan,131357,,0,neutral,81,15,2
Aratai,10,nan,131357,,0,neutral,81,15,2
LorDjidane,10,nan,131357,,0,neutral,81,15,2
toothcake,10,My favourite light-weight quick game.,131357,,0,neutral,81,15,2
neljandik,10,nan,131357,,0,neutral,81,15,2
Killerski,10,nan,131357,,0,neutral,81,15,2
whynot66,10,nan,131357,,0,neutral,81,15,2
kelvinpoo,10,nan,131357,,0,neutral,81,15,2
mdanuser,10,nan,131357,,0,neutral,81,15,2
Nelo,10,print and play ,131357,,0.34,positive,81,15,2
tpelletier,10,nan,131357,,0,neutral,81,15,2
chryton,10,nan,131357,,0,neutral,81,15,2
Deep Sleep Operative,10,nan,131357,,0,neutral,81,15,2
dantependragon,10,This is possibly my favorite game right now.  It plays fast and everyone seems to have fun playing it.  I think there is a little more game to this vs Resistance (the easiest comparison) and I strongly prefer this.,131357,,0.9186,positive,81,15,2
Perrytom,10,"Simple and brilliant - had tons of fun with it with both hardcore gamers and casual gamers. Really easy to pick up, super quick and by the third game you can be knee deep into your lying. The art in this kickstarter version is superb - and kodus to having an inclusive and diverse set of characters, a rarity in gaming.",131357,,0.9493,positive,81,15,2
teancumbom86,10,nan,131357,,0,neutral,81,15,2
Occamite,10,nan,131357,,0,neutral,81,15,2
SuperNuts,10,nan,131357,,0,neutral,81,15,2
snowfcukinwhite,10,Sleeved  My kinda game Shelved,131357,,0,neutral,81,15,2
Desole,10,nan,131357,,0,neutral,81,15,2
BoardGamer2008,10,nan,131357,,0,neutral,81,15,2
Innsmouth_Look,10,Amazing bluffing game.  Picked up the reformation expansion which adds a great new team quality that adds to the variety of play (when you want it).,131357,,0.891,positive,81,15,2
argonato,10,nan,131357,,0,neutral,81,15,2
MMag05,10,nan,131357,,0,neutral,81,15,2
robosheep,10,nan,131357,,0,neutral,81,15,2
jayb3369,10,nan,131357,,0,neutral,81,15,2
flybryfly,10,nan,131357,,0,neutral,81,15,2
rrw4,10,nan,131357,,0,neutral,81,15,2
nekochick,10,Love it!,131357,,0.6696,positive,81,15,2
mindinmotion,10,Category: Light Strategy - simply fun with lots of psychological depth in a short play time.,131357,,0.6908,positive,81,15,2
Effervex,10,"Brilliant little card game. When playing it back-to-back, the meta that develops in this rapid-fire game is excellent. An easy introduction to new players, portable, and quick.",131357,,0.9042,positive,81,15,2
Grumbleteaser,10,"Light games consisting of a small deck of cards and hidden roles are in right now.  Coup is the best one.  Equal parts deduction, calculation, and deception, Coup forces you try and survive five tense minutes in which players use the powers of face down character cards to accumulate resources and eliminate other players.  You usually have to lie about what you have in order to get an edge.  That means you have to catch other players   When you consider the price, the accessibility, and the quality of this game, there is no reason for you not buy a copy of it RIGHT NOW!",131357,,-0.3802,negative,81,15,2
Blackgold,10,nan,131357,,0,neutral,81,15,2
ghettoholder,10,nan,131357,,0,neutral,81,15,2
pwnguin,10,nan,131357,,0,neutral,81,15,2
2Many Hobbies,10,"Possibly my favourite game for 2-6 players. Love the hidden role bluffing, just a genius game. Play it.",131357,,0.765,positive,81,15,2
SeniorKabong,10,nan,131357,,0,neutral,81,15,2
snewgoblin,10,nan,131357,,0,neutral,81,15,2
Alexfrog,10,"One of the best games I've ever played.  Fantastic bluffing and strategy.  Great both 2 player and multiplayer.  All the people who say its not good 2 player are completely 100% wrong, its actually amazing, and extremely fast.",131357,,0.9234,positive,81,15,2
kmfdm,10,nan,131357,,0,neutral,81,15,2
RichardGSmith,10,nan,131357,,0,neutral,81,15,2
morgothan,10,nan,131357,,0,neutral,81,15,2
aaronlum,10,nan,131357,,0,neutral,81,15,2
TheTheriault,10,nan,131357,,0,neutral,81,15,2
odennsonn,10,nan,131357,,0,neutral,81,15,2
Leoj,10,nan,131357,,0,neutral,81,15,2
ajon,10,nan,131357,,0,neutral,81,15,2
winstonyuen37,10,nan,131357,,0,neutral,81,15,2
gmtristan,10,nan,131357,,0,neutral,81,15,2
CaptainCasey,10,nan,131357,,0,neutral,81,15,2
mmisulich,10,nan,131357,,0,neutral,81,15,2
Kyle Crispin,10,nan,131357,,0,neutral,81,15,2
AxWill,10,"This is, hands down, masterpiece of board game design.  Simple, elegant rules that enable the real game to go on inside the heads of the players. Even though you can't win every game due to the luck and randomness, good playing is rewarded in the long-run statistics.",131357,,0.9328,positive,81,15,2
